stopplacecode;quaycode;naam;plaats;straat;rd-x;rd-y;JAAR;Lijn;INSTAP_WERK;INSTAP_ZA;INSTAP_ZO;UITSTAP_WERK;UITSTAP_ZA;UITSTAP_ZO
NL:S:43001050;NL:Q:43001050;Boddenkamp;Enschede;Hengelosestraat;257527;471783;2019;60;133.0;0.0;0.0;8.0;0.0;0.0
NL:S:43001050;NL:Q:43001050;Boddenkamp;Enschede;Hengelosestraat;257527;471783;2019;61;590.0;5.0;3.0;17.0;0.0;0.0
NL:S:43001050;NL:Q:43001050;Boddenkamp;Enschede;Hengelosestraat;257527;471783;2019;62;210.0;11.0;2.0;26.0;6.0;6.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;2;67.0;12.0;1.0;265.0;15.0;9.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;60;13.0;0.0;0.0;135.0;0.0;0.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;61;51.0;3.0;4.0;254.0;12.0;2.0
NL:S:43001050;NL:Q:43001060;Boddenkamp;Enschede;Hengelosestraat;257514;471752;2019;62;40.0;1.0;1.0;744.0;29.0;12.0
NL:S:43003570;NL:Q:43003570;Schabbinklanden;Enschede;Knalhutteweg;258254;468676;2019;4;23.0;0.0;3.0;1040.0;118.0;54.0
NL:S:43003570;NL:Q:43003580;Schabbinklanden;Enschede;Knalhutteweg;258249;468731;2019;4;817.0;64.0;44.0;10.0;1.0;0.0
NL:S:43009992;NL:Q:43009992;Centrum/Burg. Bergsmalaan;Enschede;Burg. Edo Bergsmalaan;258046;470883;;;;;;;;
NL:S:43009992;NL:Q:43009993;Centrum/Burg. Bergsmalaan;Enschede;Burg. Edo Bergsmalaan;258051;470876;;;;;;;;
NL:S:43010240;NL:Q:43010240;Symfoniestraat;Glanerbrug;Ouverturestraat;263521;470413;2019;3;1603.0;117.0;57.0;1459.0;129.0;53.0
